repo,pr_number,pr_url,merged_at,title,files_top3,files_count,current_domain,true_domain,suggested_pattern,notes
vercel/next.js,93128,https://github.com/vercel/next.js/pull/93128,2026-04-24T09:08:09Z,[turbopack] Fix max_level_hint to return most verbose per-target level,turbopack/crates/turbopack-trace-utils/src/filter_layer.rs,1,general,turbopack,turbopack|turbo-tasks,
vercel/next.js,92831,https://github.com/vercel/next.js/pull/92831,2026-04-15T17:41:42Z,fix(trace-server): default MCP port to --port + 1 to avoid conflicts,packages/next/src/bin/next.ts; packages/next/src/cli/internal/turbo-trace-server.ts,2,general,cli,next/src/cli|trace-server,
vercel/next.js,92813,https://github.com/vercel/next.js/pull/92813,2026-04-15T09:47:23Z,Fix monorepo `@next/swc` binary postinstall,pnpm-workspace.yaml; scripts/install-native.mjs,2,general,monorepo,pnpm-workspace|postinstall,
vercel/next.js,92631,https://github.com/vercel/next.js/pull/92631,2026-04-10T21:46:29Z,Turbopack: fix filesystem watcher config not applying follow_symlinks(false),turbopack/crates/turbo-tasks-fs/src/watcher.rs,1,general,turbopack,turbopack|turbo-tasks-fs|watcher,
vercel/next.js,92588,https://github.com/vercel/next.js/pull/92588,2026-04-10T08:47:04Z,Fix NextFontIssue IssueStage: CodeGen → Resolve,crates/next-core/src/next_font/issue.rs,1,general,font,next_font|NextFontIssue,
vercel/next.js,92581,https://github.com/vercel/next.js/pull/92581,2026-04-09T20:15:04Z,[turbopack] fix a debug_assert failure,turbopack/crates/turbo-tasks-backend/src/backend/mod.rs; turbopack/crates/turbo-tasks-backend/src/backend/storage.rs; turbopack/crates/turbo-tasks-backend/src/backing_storage.rs,3,general,turbopack,turbopack|turbo-tasks-backend,
vercel/next.js,92569,https://github.com/vercel/next.js/pull/92569,2026-04-09T17:52:09Z,turbopack: fix incremental build when module factories are restored from persistent cache,turbopack/crates/turbopack-core/src/code_builder.rs; turbopack/crates/turbopack-ecmascript/src/chunk/item.rs,2,general,turbopack,turbopack|persistent cache|chunk,
vercel/next.js,92535,https://github.com/vercel/next.js/pull/92535,2026-04-08T20:08:54Z,Fix `minimumReleaseAgeExclude` for React and friends,pnpm-workspace.yaml,1,general,monorepo,pnpm-workspace|minimumReleaseAge,
vercel/next.js,92414,https://github.com/vercel/next.js/pull/92414,2026-04-07T16:22:36Z,Fix sst inspect tool to respect `CURRENT` and stale sst files,packages/next/src/cli/next-build.ts; turbopack/crates/turbo-persistence/src/bin/sst_inspect.rs; turbopack/crates/turbo-persistence/src/lib.rs,4,general,cli,next/src/cli|next-build,
vercel/next.js,92210,https://github.com/vercel/next.js/pull/92210,2026-04-01T20:25:04Z,Fix DashMap read-write self-deadlock in task_cache causing hangs,turbopack/crates/turbo-tasks-backend/src/backend/mod.rs,1,general,turbopack,turbopack|task_cache|deadlock,
vercel/next.js,92205,https://github.com/vercel/next.js/pull/92205,2026-04-02T11:22:13Z,Fix pr-status.js: retry on API errors and report timed-out jobs,scripts/pr-status.js,1,general,scripts,scripts/pr-status,
vercel/next.js,91640,https://github.com/vercel/next.js/pull/91640,2026-03-19T09:21:47Z,turbo-persistence: fix mmap page alignment and improve error context in MetaFile::open_internal,turbopack/crates/turbo-persistence/src/meta_file.rs; turbopack/crates/turbo-persistence/src/mmap_helper.rs,2,general,turbopack,turbopack|turbo-persistence|mmap,
vercel/next.js,91455,https://github.com/vercel/next.js/pull/91455,2026-03-17T09:25:51Z,"Fix DataUriSource description to include ""data:"" prefix",turbopack/crates/turbopack-core/src/data_uri_source.rs,1,general,turbopack,turbopack|data_uri_source,
vercel/next.js,91454,https://github.com/vercel/next.js/pull/91454,2026-03-17T13:59:11Z,Fix inconsistent cache life/tags propagation for cache handler hits,packages/next/src/server/use-cache/use-cache-wrapper.ts,1,general,cache,use-cache|cache-wrapper,
vercel/next.js,91262,https://github.com/vercel/next.js/pull/91262,2026-03-12T14:15:35Z,[Instant] fix instant config suggested by editor plugin,packages/next/src/server/typescript/rules/config.ts,1,general,ts-plugin,next/src/server/typescript|editor plugin,
vercel/next.js,91210,https://github.com/vercel/next.js/pull/91210,2026-03-11T21:16:01Z,Fix syntax contexts in server action transform,crates/next-custom-transforms/src/transforms/server_actions.rs,1,general,server-actions,server_actions|next-custom-transforms,
vercel/next.js,91099,https://github.com/vercel/next.js/pull/91099,2026-03-09T13:32:12Z,Fix preview tarball script to include @next/swc-linux-x64-gnu,scripts/patch-preview-tarball.mjs,1,general,scripts,scripts/patch-preview-tarball,
vercel/next.js,91092,https://github.com/vercel/next.js/pull/91092,2026-03-09T12:09:47Z,fix: run lerna on a branch,scripts/set-preview-version.js,1,general,monorepo,scripts/set-preview-version|lerna,lerna is a monorepo tool — overrides file-path scripts/ classification
vercel/next.js,91087,https://github.com/vercel/next.js/pull/91087,2026-03-09T09:20:47Z,Fix pr-status script missing failed jobs on page 2+ of API results,scripts/pr-status.js,1,general,scripts,scripts/pr-status,
vercel/next.js,90817,https://github.com/vercel/next.js/pull/90817,2026-03-03T11:49:59Z,Fix missing const generic parameter in turbo-persistence lookup call,turbopack/crates/turbo-persistence/src/static_sorted_file_builder.rs,1,general,turbopack,turbopack|turbo-persistence|static_sorted_file,
vercel/next.js,90700,https://github.com/vercel/next.js/pull/90700,2026-03-02T09:25:03Z,fix(turbopack): use posix.join for client URL manifest paths on Windows,packages/next/src/shared/lib/turbopack/manifest-loader.ts,1,general,turbopack,turbopack|manifest-loader|posix.join,
vercel/next.js,90398,https://github.com/vercel/next.js/pull/90398,2026-02-24T18:27:51Z,Turbopack: Fix experimental server hmr for pages router,packages/next/src/server/dev/hot-reloader-turbopack.ts,1,general,turbopack,turbopack|hot-reloader-turbopack|hmr,
vercel/next.js,90312,https://github.com/vercel/next.js/pull/90312,2026-02-22T01:13:22Z,Fix route.replace crash with --debug-build-paths,packages/next/src/build/index.ts,1,general,build,next/src/build|debug-build-paths,
vercel/next.js,90056,https://github.com/vercel/next.js/pull/90056,2026-02-17T23:54:11Z,[turbopack] Fix concurrent task lock panic during error formatting,turbopack/crates/turbo-tasks-backend/src/backend/operation/aggregation_update.rs,1,general,turbopack,turbopack|aggregation_update|task lock,
vercel/next.js,89804,https://github.com/vercel/next.js/pull/89804,2026-02-11T06:15:44Z,Fix devlow job timeouts,scripts/devlow-bench.mjs; turbopack/packages/devlow-bench/src/interfaces/shell-test.ts; turbopack/packages/devlow-bench/src/shell.ts,3,general,scripts,scripts/devlow-bench,
vercel/next.js,89708,https://github.com/vercel/next.js/pull/89708,2026-02-17T07:41:56Z,[turbopack] Fix some modification tracking bugs in TaskStorage,turbopack/crates/turbo-tasks-macros/src/derive/task_storage_macro.rs,1,general,turbopack,turbopack|task_storage_macro,
vercel/next.js,89228,https://github.com/vercel/next.js/pull/89228,2026-01-29T11:19:42Z,Turbopack: fix tracking modifications for transient and data,turbopack/crates/turbo-tasks-macros/src/derive/task_storage_macro.rs,1,general,turbopack,turbopack|task_storage_macro|tracking,
vercel/next.js,89134,https://github.com/vercel/next.js/pull/89134,2026-01-28T14:13:30Z,[backport]: fix: ensure LRU cache items have minimum size of 1 to prevent unbounded growth,packages/next/errors.json; packages/next/src/server/dev/next-dev-server.ts; packages/next/src/server/lib/lru-cache.ts,4,general,cache,next/src/server/lib/lru-cache,backport
vercel/next.js,89099,https://github.com/vercel/next.js/pull/89099,2026-01-30T19:17:09Z,Fix/zlib mem node,packages/next/src/server/lib/router-server.ts,1,general,server-runtime,router-server|zlib,
vercel/next.js,89040,https://github.com/vercel/next.js/pull/89040,2026-01-26T21:00:19Z,fix: ensure LRU cache items have minimum size of 1 to prevent unbounded growth,packages/next/errors.json; packages/next/src/server/dev/next-dev-server.ts; packages/next/src/server/lib/lru-cache.ts,4,general,cache,next/src/server/lib/lru-cache,
vercel/next.js,88934,https://github.com/vercel/next.js/pull/88934,2026-01-23T08:52:09Z,fix typo,turbopack/crates/turbo-tasks-backend/src/backend/mod.rs,1,general,turbopack,turbopack|turbo-tasks-backend,typo
vercel/next.js,88757,https://github.com/vercel/next.js/pull/88757,2026-01-19T18:05:35Z,Fix `Build Commands` section in AGENTS.md,AGENTS.md,1,general,docs,AGENTS\.md,
vercel/next.js,88685,https://github.com/vercel/next.js/pull/88685,2026-01-17T17:12:39Z,fix: setImmediate[util.promisify.custom] access fails in edge runtime,packages/next/src/server/node-environment-extensions/fast-set-immediate.external.ts,1,general,edge-runtime,node-environment-extensions|setImmediate|edge,
vercel/next.js,88598,https://github.com/vercel/next.js/pull/88598,2026-01-15T18:04:40Z,Fix optional `parent_task_id` compile failure w/`tokio_tracing` enabled,turbopack/crates/turbo-tasks/src/manager.rs,1,general,turbopack,turbopack|turbo-tasks|tokio_tracing,
vercel/next.js,88589,https://github.com/vercel/next.js/pull/88589,2026-01-16T08:28:05Z,Fix incorrect 'Ready in' time for next start,packages/next/src/cli/next-start.ts; packages/next/src/server/lib/start-server.ts,2,general,cli,next/src/cli/next-start|start-server,
vercel/next.js,88508,https://github.com/vercel/next.js/pull/88508,2026-01-14T08:01:30Z,Turbopack: fix bad performance edge case in production chunking,turbopack/crates/turbopack-core/src/chunk/chunking/production.rs,1,general,turbopack,turbopack|production chunking,
vercel/next.js,88346,https://github.com/vercel/next.js/pull/88346,2026-01-16T21:24:16Z,fix: capture promisified setImmediate separately,packages/next/src/server/node-environment-extensions/fast-set-immediate.external.ts,1,general,edge-runtime,node-environment-extensions|setImmediate,
vercel/next.js,88331,https://github.com/vercel/next.js/pull/88331,2026-01-12T16:56:13Z,fix(turbo-tasks-backend): use correct TaskDataCategory for is_immutable check,turbopack/crates/turbo-tasks-backend/src/backend/mod.rs; turbopack/crates/turbo-tasks-backend/src/backend/operation/mod.rs,2,general,turbopack,turbopack|TaskDataCategory|is_immutable,
vercel/next.js,88309,https://github.com/vercel/next.js/pull/88309,2026-01-09T10:05:06Z,Turbopack: fix task category on reading cells,turbopack/crates/turbo-tasks-backend/src/backend/mod.rs,1,general,turbopack,turbopack|task category|cells,
vercel/next.js,88184,https://github.com/vercel/next.js/pull/88184,2026-01-07T00:55:45Z,fix: move conductor.json to repo root for proper detection,conductor.json,1,general,config,conductor\.json|repo root,
vercel/next.js,88126,https://github.com/vercel/next.js/pull/88126,2026-01-09T08:43:53Z,Fix pack-next script for next-swc,scripts/pack-util.ts,1,general,scripts,scripts/pack-util|next-swc,
